Article_ID,Article_ID2,Country,Disease_name,Disease_name2,Disease,PMID,First Author,Publication Year,DOI,Combining Authoryear (withformula),Authoryear,Ncases,Ncontrol,total,genus,Genus_mean_RA_disease,Genus_mean_RA_control,foldchange(calculation),foldchange,pvalue,,,,,,,,,,,,,,Age_disease,Age_control,Sequencing_type,16s_sequencing_region,Genus(original_,Genus_clean (original,Genus_classified,Genus_RA_in_disease,Genus_>1_studies(cancer_or_autoimmune),Genus_increased_HowMany_Cancer_study,Genus_decreased_HowMany_Cancer_study,Genus_increased_HowMany_Autoimmune_study,Genus_decreased_HowMany_Autoimmune_study,Genus_statistical_test,Genus_mean_RA_disease(original),Genus_mean_RA_control (original),Genus_effect_type,Genus_effect_type_quanititative_value,Genus_quantitative_data_source_in_paper,Genus_Pvalue(original)
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545412,Forbes JD,2029,10.1186/s40168-018-0603-15,"Forbes JD, 2029","Forbes JD, 2029",21,23,44,Gemella,21.225581,3.22006,6.591680981,6.5917,0.00046744216003864,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v15,Gemella,Gemella,yes,increased,yes,2,1,2,0,"Kruskal-Wallis (adjusted p value), mean abundance",21.22558128,3.220055908,not mentioned,not mentioned,,0.000467442
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545413,Forbes JD,2030,10.1186/s40168-018-0603-16,"Forbes JD, 2030","Forbes JD, 2030",21,23,44,Rothia,38.073206,3.33482,11.41686544,11.4169,0.00050373607394210,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v16,Rothia,Rothia,yes,increased,yes,2,0,2,0,"Kruskal-Wallis (adjusted p value), mean abundance",38.07320573,3.334821272,not mentioned,not mentioned,,0.000503736
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545414,Forbes JD,2031,10.1186/s40168-018-0603-17,"Forbes JD, 2031","Forbes JD, 2031",21,23,44,Gemmiger,555.956980,1770.52990,0.314005982,0.3140,0.00054437359739173,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v17,Gemmiger,Gemmiger,yes,decreased,yes,0,0,0,2,"Kruskal-Wallis (adjusted p value), mean abundance",555.9569798,1770.529897,not mentioned,not mentioned,,0.000544374
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545415,Forbes JD,2032,10.1186/s40168-018-0603-18,"Forbes JD, 2032","Forbes JD, 2032",21,23,44,Sporobacter,14.162842,32.67383,0.43346137,0.4335,0.00329795231536682,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v18,Sporobacter,Sporobacter,yes,decreased,no,0,1,1,1,"Kruskal-Wallis (adjusted p value), mean abundance",14.16284204,32.6738275,not mentioned,not mentioned,,0.003297952
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545416,Forbes JD,2033,10.1186/s40168-018-0603-19,"Forbes JD, 2033","Forbes JD, 2033",21,23,44,Romboutsia,1287.119846,3551.40391,0.362425643,0.3624,0.00335043261408425,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v19,Romboutsia,Romboutsia,yes,decreased,yes,0,1,0,2,"Kruskal-Wallis (adjusted p value), mean abundance",1287.119846,3551.403912,not mentioned,not mentioned,,0.003350433
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545417,Forbes JD,2034,10.1186/s40168-018-0603-20,"Forbes JD, 2034","Forbes JD, 2034",21,23,44,Subdoligranulum,198.443270,188.78618,1.051153595,1.0512,0.00608806921719956,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v20,Subdoligranulum,Subdoligranulum,yes,increased,yes,3,2,1,1,"Kruskal-Wallis (adjusted p value), mean abundance",198.4432702,188.7861784,not mentioned,not mentioned,,0.006088069
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545418,Forbes JD,2035,10.1186/s40168-018-0603-21,"Forbes JD, 2035","Forbes JD, 2035",21,23,44,Escherichia/Shigella,283.199932,190.72114,1.484890122,1.4849,0.00666748883969445,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v21,Escherichia/Shigella,Escherichia/Shigella,no,increased,yes,4,2,2,0,"Kruskal-Wallis (adjusted p value), mean abundance",283.199932,190.7211368,not mentioned,not mentioned,,0.006667489
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545419,Forbes JD,2036,10.1186/s40168-018-0603-22,"Forbes JD, 2036","Forbes JD, 2036",21,23,44,Holdemania,2.323331,2.24056,1.036943034,1.0369,0.00676078404552444,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v22,Holdemania,Holdemania,yes,increased,yes,3,0,1,1,"Kruskal-Wallis (adjusted p value), mean abundance",2.323331337,2.240558314,not mentioned,not mentioned,,0.006760784
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545420,Forbes JD,2037,10.1186/s40168-018-0603-23,"Forbes JD, 2037","Forbes JD, 2037",21,23,44,Faecalibacterium,2414.461662,3584.36741,0.673608864,0.6736,0.00731335631627014,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v23,Faecalibacterium,Faecalibacterium,yes,decreased,yes,1,5,2,7,"Kruskal-Wallis (adjusted p value), mean abundance",2414.461662,3584.367413,not mentioned,not mentioned,,0.007313356
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545421,Forbes JD,2038,10.1186/s40168-018-0603-24,"Forbes JD, 2038","Forbes JD, 2038",21,23,44,Varibaculum,1.884780,8.69403,0.216790299,0.2168,0.00883499923009165,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v24,Varibaculum,Varibaculum,yes,decreased,no,0,0,0,1,"Kruskal-Wallis (adjusted p value), mean abundance",1.884780452,8.694025802,not mentioned,not mentioned,,0.008834999
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545422,Forbes JD,2039,10.1186/s40168-018-0603-25,"Forbes JD, 2039","Forbes JD, 2039",21,23,44,Clostridia_unclassified,101.527299,189.47435,0.535836642,0.5358,0.01099020547867420,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v25,Clostridia_unclassified,Clostridia_unclassified,no,decreased,no,0,0,0,1,"Kruskal-Wallis (adjusted p value), mean abundance",101.5272993,189.4743499,not mentioned,not mentioned,,0.010990205
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545423,Forbes JD,2040,10.1186/s40168-018-0603-26,"Forbes JD, 2040","Forbes JD, 2040",21,23,44,Staphylococcus,19.407623,4.92684,3.939159112,3.9392,0.01124125349001150,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v26,Staphylococcus,Staphylococcus,yes,increased,yes,1,0,1,2,"Kruskal-Wallis (adjusted p value), mean abundance",19.40762283,4.926844101,not mentioned,not mentioned,,0.011241253
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545424,Forbes JD,2041,10.1186/s40168-018-0603-27,"Forbes JD, 2041","Forbes JD, 2041",21,23,44,Butyricicoccus,143.592660,154.14674,0.931532272,0.9315,0.01177956385176830,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v27,Butyricicoccus,Butyricicoccus,yes,decreased,yes,0,2,0,4,"Kruskal-Wallis (adjusted p value), mean abundance",143.5926601,154.1467369,not mentioned,not mentioned,,0.011779564
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545425,Forbes JD,2042,10.1186/s40168-018-0603-28,"Forbes JD, 2042","Forbes JD, 2042",21,23,44,Anaerofustis,22.259727,5.67705,3.921005299,3.9210,0.01180397399748800,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v28,Anaerofustis,Anaerofustis,yes,increased,no,0,0,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",22.25972698,5.677045879,not mentioned,not mentioned,,0.011803974
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545426,Forbes JD,2043,10.1186/s40168-018-0603-29,"Forbes JD, 2043","Forbes JD, 2043",21,23,44,Catabacter,3.096733,0.88805,3.48712094,3.4871,0.01377757050430520,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v29,Catabacter,Catabacter,yes,increased,no,0,0,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",3.096733245,0.888048708,not mentioned,not mentioned,,0.013777571
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545427,Forbes JD,2044,10.1186/s40168-018-0603-30,"Forbes JD, 2044","Forbes JD, 2044",21,23,44,Lachnospira,27.235256,28.96651,0.940232688,0.9402,0.01788902491341020,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v30,Lachnospira,Lachnospira,yes,decreased,yes,1,3,1,3,"Kruskal-Wallis (adjusted p value), mean abundance",27.23525608,28.9665063,not mentioned,not mentioned,,0.017889025
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545428,Forbes JD,2045,10.1186/s40168-018-0603-31,"Forbes JD, 2045","Forbes JD, 2045",21,23,44,Carnobacteriaceae_unclassified,36.410044,8.20385,4.438164509,4.4382,0.02104697400050690,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v31,Carnobacteriaceae_unclassified,Carnobacteriaceae_unclassified,no,increased,no,0,0,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",36.41004439,8.203851912,not mentioned,not mentioned,,0.021046974
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545429,Forbes JD,2046,10.1186/s40168-018-0603-32,"Forbes JD, 2046","Forbes JD, 2046",21,23,44,Enterobacteriaceae_unclassified,84.183668,0.23722,354.8822019,354.8822,0.02570099794231320,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v32,Enterobacteriaceae_unclassified,Enterobacteriaceae_unclassified,no,increased,no,0,1,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",84.1836679,0.237215807,not mentioned,not mentioned,,0.025700998
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545430,Forbes JD,2047,10.1186/s40168-018-0603-33,"Forbes JD, 2047","Forbes JD, 2047",21,23,44,Odoribacter,1.203172,3.01052,0.399656428,0.3997,0.03211760943289380,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v33,Odoribacter,Odoribacter,yes,decreased,yes,4,0,0,3,"Kruskal-Wallis (adjusted p value), mean abundance",1.203171872,3.010515503,not mentioned,not mentioned,,0.032117609
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545431,Forbes JD,2048,10.1186/s40168-018-0603-34,"Forbes JD, 2048","Forbes JD, 2048",21,23,44,Parabacteroides,9.484455,24.59193,0.385673465,0.3857,0.03232819143757630,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v34,Parabacteroides,Parabacteroides,yes,decreased,yes,4,1,2,4,"Kruskal-Wallis (adjusted p value), mean abundance",9.484455058,24.59193053,not mentioned,not mentioned,,0.032328191
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545432,Forbes JD,2049,10.1186/s40168-018-0603-35,"Forbes JD, 2049","Forbes JD, 2049",21,23,44,Roseburia,2091.386654,1568.91860,1.333011572,1.3330,0.03252193510553400,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v35,Roseburia,Roseburia,yes,increased,yes,2,5,1,5,"Kruskal-Wallis (adjusted p value), mean abundance",2091.386654,1568.918604,not mentioned,not mentioned,,0.032521935
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545433,Forbes JD,2050,10.1186/s40168-018-0603-36,"Forbes JD, 2050","Forbes JD, 2050",21,23,44,Fusicatenibacter,1313.100631,1380.39071,0.951252872,0.9513,0.03709108251894910,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v36,Fusicatenibacter,Fusicatenibacter,yes,decreased,yes,2,2,0,2,"Kruskal-Wallis (adjusted p value), mean abundance",1313.100631,1380.390714,not mentioned,not mentioned,,0.037091083
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545434,Forbes JD,2051,10.1186/s40168-018-0603-37,"Forbes JD, 2051","Forbes JD, 2051",21,23,44,Atopobium,4.793518,2.01453,2.379471502,2.3795,0.04173031056499480,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v37,Atopobium,Atopobium,yes,increased,yes,2,1,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",4.793517601,2.014530368,not mentioned,not mentioned,,0.041730311
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545435,Forbes JD,2052,10.1186/s40168-018-0603-38,"Forbes JD, 2052","Forbes JD, 2052",21,23,44,Clostridium sensu stricto,1495.080725,887.06433,1.685425375,1.6854,0.04314218053058440,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v38,Clostridium_sensu_stricto,Clostridium sensu stricto,no,increased,yes,4,1,1,2,"Kruskal-Wallis (adjusted p value), mean abundance",1495.080725,887.0643265,not mentioned,not mentioned,,0.043142181
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545436,Forbes JD,2053,10.1186/s40168-018-0603-39,"Forbes JD, 2053","Forbes JD, 2053",21,23,44,Porphyromonas,1.220138,0.70887,1.721234969,1.7212,0.04597501993957960,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v39,Porphyromonas,Porphyromonas,yes,increased,yes,8,2,1,1,"Kruskal-Wallis (adjusted p value), mean abundance",1.220138243,0.708873724,not mentioned,not mentioned,,0.04597502
Article_0107,Article_0107,Italy,Rheumatoid Arthritis,Arthritis,Autoimmune,30261687,Picchianti-Diamanti A,2018,10.3390/ijms19102938,"Picchianti-Diamanti A, 2018","Picchianti-Diamanti A, 2018",11,10,21,Faecalibacterium,12.210000,19.72000,0.619168357,0.6192,0.01200000000000000,,,,,,,,,,,,,,55.7 years,not specified,16s,v3-v4,Faecalibacterium ,Faecalibacterium,yes,decreased,yes,1,5,2,7,t test,12.21 ± 7.4 ,19.72 ± 4.41,,,text,0.012000
Article_0108,Article_0108,China,Graves' Disease,Graves Disease,Autoimmune,30263008,Ishaq HM,2018,10.7150/ijbs.24151,"Ishaq HM, 2018","Ishaq HM, 2018",10,10,20,Prevotella,0.496990,0.19522,2.545794488,2.5458,0.03300000000000000,,,,,,,,,,,,,,35-50 years,35-50 years,16s,v3-v4,Prevotella_9,Prevotella,yes,increased,yes,4,3,3,5,t-test (raw p value),0.49699,0.19522,,,Table6,0.033000
,Article_0108,China,Graves' Disease,Graves Disease,Autoimmune,30263008,Ishaq HM,2018,10.7150/ijbs.24151,"Ishaq HM, 2018","Ishaq HM, 2018",10,10,20,Haemophilus ,0.135800,0.00991,13.70332997,13.7033,0.04800000000000000,,,,,,,,,,,,,,35-50 years,35-50 years,16s,v3-v4,Haemophilus ,Haemophilus ,yes,increased,yes,2,1,1,4,t-test (raw p value),0.1358,0.00991,,,Table6,0.048000
,Article_0108,China,Graves' Disease,Graves Disease,Autoimmune,30263008,Ishaq HM,2018,10.7150/ijbs.24151,"Ishaq HM, 2018","Ishaq HM, 2018",10,10,20,Alistipes,0.017950,0.04736,0.379011824,0.3790,0.02500000000000000,,,,,,,,,,,,,,35-50 years,35-50 years,16s,v3-v4,Alistipes,Alistipes,yes,decreased,yes,1,3,1,3,t-test (raw p value),0.01795,0.04736,,,Table6,0.025000
,Article_0108,China,Graves' Disease,Graves Disease,Autoimmune,30263008,Ishaq HM,2018,10.7150/ijbs.24151,"Ishaq HM, 2018","Ishaq HM, 2018",10,10,20,Faecalibacterium,0.028910,0.05622,0.514229811,0.5142,0.01400000000000000,,,,,,,,,,,,,,35-50 years,35-50 years,16s,v3-v4,Faecalibacterium,Faecalibacterium,yes,decreased,yes,1,5,2,7,t-test (raw p value),0.02891,0.05622,,,Table6,0.014000
,Article_0108,China,Graves' Disease,Graves Disease,Autoimmune,30263008,Ishaq HM,2018,10.7150/ijbs.24151,"Ishaq HM, 2018","Ishaq HM, 2018",10,10,20,Dialister,0.011010,0.04448,0.247526978,0.2475,0.04690000000000000,,,,,,,,,,,,,,35-50 years,35-50 years,16s,v3-v4,Dialister,Dialister,yes,decreased,yes,1,0,2,4,t-test (raw p value),0.01101,0.04448,,,Table6,0.0469
Article_0116,Article_0116,Spain,T1D,T1D,Autoimmune,30224347,Leiva-Gea I,2018,10.2337/dc18-0253,"Leiva-Gea I, 2018","Leiva-Gea I, 2018",15,13,28,Bacteroides,0.722100,0.58450,1.235414885,1.2354,0.00100000000000000,,,,,,,,,,,,,,12.56 ± 3.59 years,12.25 ± 2.92 years,16s,v2-v3,Bacteroides ,Bacteroides,yes,increased,yes,0,6,11,1,Wilcoxon rank test (FDR corrected p value),72.21%,58.45%,not given,not given,text,< 0.001
,Article_0116,Spain,T1D,T1D,Autoimmune,30224347,Leiva-Gea I,2018,10.2337/dc18-0253,"Leiva-Gea I, 2018","Leiva-Gea I, 2018",15,13,28,Prevotella,0.019500,0.01420,1.373239437,1.3732,0.00500000000000000,,,,,,,,,,,,,,12.56 ± 3.59 years,12.25 ± 2.92 years,16s,v2-v3,Prevotella,Prevotella,yes,increased,yes,4,3,3,5,Wilcoxon rank test (FDR corrected p value),1.95%,1.42%,not given,not given,text,0.005000
,Article_0116,Spain,T1D,T1D,Autoimmune,30224347,Leiva-Gea I,2018,10.2337/dc18-0253,"Leiva-Gea I, 2018","Leiva-Gea I, 2018",15,13,28,Ruminococcus,0.171900,0.08850,1.942372881,1.9424,0.00200000000000000,,,,,,,,,,,,,,12.56 ± 3.59 years,12.25 ± 2.92 years,16s,v2-v3,Ruminococcus,Ruminococcus,yes,increased,yes,6,3,6,1,Wilcoxon rank test (FDR corrected p value),17.19%,8.85%,not given,not given,text,0.002000
,Article_0116,Spain,T1D,T1D,Autoimmune,30224347,Leiva-Gea I,2018,10.2337/dc18-0253,"Leiva-Gea I, 2018","Leiva-Gea I, 2018",15,13,28,Blautia,0.155000,0.03740,4.144385027,4.1444,0.00300000000000000,,,,,,,,,,,,,,12.56 ± 3.59 years,12.25 ± 2.92 years,16s,v2-v3,Blautia,Blautia,yes,increased,yes,1,1,5,1,Wilcoxon rank test (FDR corrected p value),15.50%,3.74%,not given,not given,text,0.003000
,Article_0116,Spain,T1D,T1D,Autoimmune,30224347,Leiva-Gea I,2018,10.2337/dc18-0253,"Leiva-Gea I, 2018","Leiva-Gea I, 2018",15,13,28,Veillonella,0.215900,0.07200,2.998611111,2.9986,0.00600000000000000,,,,,,,,,,,,,,12.56 ± 3.59 years,12.25 ± 2.92 years,16s,v2-v3,Veillonella,Veillonella,yes,increased,yes,3,1,3,0,Wilcoxon rank test (FDR corrected p value),21.59%,7.20%,not given,not given,text,0.006000
,Article_0116,Spain,T1D,T1D,Autoimmune,30224347,Leiva-Gea I,2018,10.2337/dc18-0253,"Leiva-Gea I, 2018","Leiva-Gea I, 2018",15,13,28,Streptococcus,0.048600,0.01470,3.306122449,3.3061,0.02800000000000000,,,,,,,,,,,,,,12.56 ± 3.59 years,12.25 ± 2.92 years,16s,v2-v3,Streptococcus,Streptococcus,yes,increased,yes,4,1,6,1,Wilcoxon rank test (FDR corrected p value),4.86%,1.47%,not given,not given,text,0.028000
,Article_0116,Spain,T1D,T1D,Autoimmune,30224347,Leiva-Gea I,2018,10.2337/dc18-0253,"Leiva-Gea I, 2018","Leiva-Gea I, 2018",15,13,28,Lachnospira,0.053400,0.15250,0.350163934,0.3502,0.01200000000000000,,,,,,,,,,,,,,12.56 ± 3.59 years,12.25 ± 2.92 years,16s,v2-v3,Lachnospira,Lachnospira,yes,decreased,yes,1,3,1,3,Wilcoxon rank test (FDR corrected p value),5.34%,15.25%,not given,not given,text,0.012000
,Article_0116,Spain,T1D,T1D,Autoimmune,30224347,Leiva-Gea I,2018,10.2337/dc18-0253,"Leiva-Gea I, 2018","Leiva-Gea I, 2018",15,13,28,Roseburia,0.013500,0.06990,0.193133047,0.1931,0.01500000000000000,,,,,,,,,,,,,,12.56 ± 3.59 years,12.25 ± 2.92 years,16s,v2-v3,Roseburia,Roseburia,yes,decreased,yes,2,5,1,5,Wilcoxon rank test (FDR corrected p value),1.35%,6.99%,not given,not given,text,0.015000
,Article_0116,Spain,T1D,T1D,Autoimmune,30224347,Leiva-Gea I,2018,10.2337/dc18-0253,"Leiva-Gea I, 2018","Leiva-Gea I, 2018",15,13,28,Anaerostipes ,0.021500,0.05790,0.371329879,0.3713,0.02300000000000000,,,,,,,,,,,,,,12.56 ± 3.59 years,12.25 ± 2.92 years,16s,v2-v3,Anaerostipes ,Anaerostipes ,yes,decreased,yes,2,4,0,5,Wilcoxon rank test (FDR corrected p value),2.15%,5.79%,not given,not given,text,0.023000
,Article_0116,Spain,T1D,T1D,Autoimmune,30224347,Leiva-Gea I,2018,10.2337/dc18-0253,"Leiva-Gea I, 2018","Leiva-Gea I, 2018",15,13,28,Faecalibacterium,0.042100,0.13260,0.317496229,0.3175,0.00400000000000000,,,,,,,,,,,,,,12.56 ± 3.59 years,12.25 ± 2.92 years,16s,v2-v3,Faecalibacterium,Faecalibacterium,yes,decreased,yes,1,5,2,7,Wilcoxon rank test (FDR corrected p value),4.21%,13.26%,not given,not given,text,0.004000
,Article_0116,Spain,T1D,T1D,Autoimmune,30224347,Leiva-Gea I,2018,10.2337/dc18-0253,"Leiva-Gea I, 2018","Leiva-Gea I, 2018",15,13,28,Bifidobacterium ,0.019300,0.06750,0.285925926,0.2859,0.01700000000000000,,,,,,,,,,,,,,12.56 ± 3.59 years,12.25 ± 2.92 years,16s,v2-v3,Bifidobacterium ,Bifidobacterium ,yes,decreased,yes,2,4,2,2,Wilcoxon rank test (FDR corrected p value),1.93%,6.75%,not given,not given,text,0.017000
,Article_0116,Spain,T1D,T1D,Autoimmune,30224347,Leiva-Gea I,2018,10.2337/dc18-0253,"Leiva-Gea I, 2018","Leiva-Gea I, 2018",15,13,28,Sutterella,0.613000,0.57070,1.074119502,1.0741,0.02700000000000000,,,,,,,,,,,,,,12.56 ± 3.59 years,12.25 ± 2.92 years,16s,v2-v3,Sutterella,Sutterella,yes,increased,yes,1,0,2,0,Wilcoxon rank test (FDR corrected p value),61.30%,57.07%,not given,not given,text,0.027000
,Article_0116,Spain,T1D,T1D,Autoimmune,30224347,Leiva-Gea I,2018,10.2337/dc18-0253,"Leiva-Gea I, 2018","Leiva-Gea I, 2018",15,13,28,Enterobacter,0.161800,0.06990,2.314735336,2.3147,0.00300000000000000,,,,,,,,,,,,,,12.56 ± 3.59 years,12.25 ± 2.92 years,16s,v2-v3,Enterobacter,Enterobacter,yes,increased,no,0,0,1,0,Wilcoxon rank test (FDR corrected p value),16.18%,6.99%,not given,not given,text,0.003000
Article_0184,Article_0184,Poland,T1D,T1D,Autoimmune,29657308,Salamon D,2018,10.20452/pamw.4246,"Salamon D, 2018","Salamon D, 2018",22,23,45,Bacteroides,0.059600,0.05220,1.141762452,1.1418,0.02000000000000000,,,,,,,,,,,,,,36 (31–47) years,37 (31–48) years,16s,v3-v4,Bacteroides,Bacteroides,yes,increased,yes,0,6,11,1,Kruskal–Wallis test (raw p value),5.96%,5.22%,not given,not given,,0.020000
,Article_0184,Poland,T1D,T1D,Autoimmune,29657308,Salamon D,2018,10.20452/pamw.4246,"Salamon D, 2018","Salamon D, 2018",22,23,45,Ruminococcus,0.066600,0.05300,1.256603774,1.2566,0.02000000000000000,,,,,,,,,,,,,,36 (31–47) years,37 (31–48) years,16s,v3-v4,Ruminococcus,Ruminococcus,yes,increased,yes,6,3,6,1,Kruskal–Wallis test (raw p value),6.66%,5.30%,not given,not given,,0.020000
,Article_0184,Poland,T1D,T1D,Autoimmune,29657308,Salamon D,2018,10.20452/pamw.4246,"Salamon D, 2018","Salamon D, 2018",22,23,45,Anaerostipes ,0.002800,0.00340,0.823529412,0.8235,0.04900000000000000,,,,,,,,,,,,,,36 (31–47) years,37 (31–48) years,16s,v3-v4,Anaerostipes,Anaerostipes ,yes,decreased,yes,2,4,0,5,Kruskal–Wallis test (raw p value),0.28%,0.34%,not given,not given,,0.049000
,Article_0184,Poland,T1D,T1D,Autoimmune,29657308,Salamon D,2018,10.20452/pamw.4246,"Salamon D, 2018","Salamon D, 2018",22,23,45,Roseburia,0.002900,0.00450,0.644444444,0.6444,0.00500000000000000,,,,,,,,,,,,,,36 (31–47) years,37 (31–48) years,16s,v3-v4,Roseburia,Roseburia,yes,decreased,yes,2,5,1,5,Kruskal–Wallis test (raw p value),0.29%,0.45%,not given,not given,,0.005000
Article_0297,Article_0297,China,Ankylosing spondylitis,Arthritis,Autoimmune,28750650,Wen C,2017,10.1186/s13059-017-1271-6,"Wen C, 2017","Wen C, 2017",97,114,211,Enterobacter,0.000001,0.00003,0.029565217,0.0296,0.00000000319000000,,,,,,,,,,,,,,14-71 years,23-70 years,shotgun,na,Enterobacter,Enterobacter,yes,decreased,yes,0,0,0,3,"Wilcoxon rank-sum test (FDR corrected p value), median relative abunadnce",0.00000102,0.0000345,fold-change (relative abun_dise/rel.abd_health),0.029565217,additional file 1,0.000000
,Article_0297,China,Ankylosing spondylitis,Arthritis,Autoimmune,28750650,Wen C,2017,10.1186/s13059-017-1271-6,"Wen C, 2017","Wen C, 2017",97,114,211,Fusobacterium,0.000015,0.00008,0.179302046,0.1793,0.00000039900000000,,,,,,,,,,,,,,14-71 years,23-70 years,shotgun,na,Fusobacterium,Fusobacterium,yes,decreased,yes,13,1,2,1,"Wilcoxon rank-sum test (FDR corrected p value), median relative abunadnce",0.0000149,0.0000831,fold-change (relative abun_dise/rel.abd_health),0.179302046,additional file 1,0.000000
,Article_0297,China,Ankylosing spondylitis,Arthritis,Autoimmune,28750650,Wen C,2017,10.1186/s13059-017-1271-6,"Wen C, 2017","Wen C, 2017",97,114,211,Klebsiella,0.000043,0.00023,0.181598837,0.1816,0.00029621900000000,,,,,,,,,,,,,,14-71 years,23-70 years,shotgun,na,Klebsiella,Klebsiella,yes,decreased,yes,5,0,4,2,"Wilcoxon rank-sum test (FDR corrected p value), median relative abunadnce",0.0000426,0.000234583,fold-change (relative abun_dise/rel.abd_health),0.181598837,additional file 1,0.000296
,Article_0297,China,Ankylosing spondylitis,Arthritis,Autoimmune,28750650,Wen C,2017,10.1186/s13059-017-1271-6,"Wen C, 2017","Wen C, 2017",97,114,211,unclassified,0.000348,0.00157,0.22149266,0.2215,0.00000000000002040,,,,,,,,,,,,,,14-71 years,23-70 years,shotgun,na,genus(Lachnospiraceae_bacterium_6_1_63FAA),unclassified,no,decreased,yes,0,0,3,2,"Wilcoxon rank-sum test (FDR corrected p value), median relative abunadnce",0.000348394,0.001572937,fold-change (relative abun_dise/rel.abd_health),0.22149266,additional file 1,0.000000
,Article_0297,China,Ankylosing spondylitis,Arthritis,Autoimmune,28750650,Wen C,2017,10.1186/s13059-017-1271-6,"Wen C, 2017","Wen C, 2017",97,114,211,Odoribacter,0.001598,0.00572,0.279310735,0.2793,0.00076446400000000,,,,,,,,,,,,,,14-71 years,23-70 years,shotgun,na,Odoribacter,Odoribacter,yes,decreased,yes,4,0,0,3,"Wilcoxon rank-sum test (FDR corrected p value), median relative abunadnce",0.001598049,0.005721402,fold-change (relative abun_dise/rel.abd_health),0.279310735,additional file 1,0.000764
,Article_0297,China,Ankylosing spondylitis,Arthritis,Autoimmune,28750650,Wen C,2017,10.1186/s13059-017-1271-6,"Wen C, 2017","Wen C, 2017",97,114,211,Butyrivibrio,0.000157,0.00051,0.308330349,0.3083,0.00000000024100000,,,,,,,,,,,,,,14-71 years,23-70 years,shotgun,na,Butyrivibrio,Butyrivibrio,yes,decreased,no,0,0,0,1,"Wilcoxon rank-sum test (FDR corrected p value), median relative abunadnce",0.000156683,0.000508166,fold-change (relative abun_dise/rel.abd_health),0.308330349,additional file 1,0.000000
